ItmId,ItmPthId,ItmIdentifier,ItmDescription,ItmType,ItmSkinnable,ItmStackAmount,ItmMaximumAmount,ItmLook,ItmLookColor,ItmIcon,ItmIconColor,ItmSex,ItmLevel,ItmMark,ItmDurability,ItmMinimumSDamage,ItmMaximumSDamage,ItmMinimumLDamage,ItmMaximumLDamage,ItmArmor,ItmHit,ItmDam,ItmVita,ItmMana,ItmMight,ItmWill,ItmGrace,ItmProtection,ItmHealing,ItmWisdom,ItmMightRequired,ItmExchangeable,ItmDepositable,ItmDroppable,ItmCon,ItmSound,ItmText,ItmBuyPrice,ItmSellPrice,ItmBuyText,ItmThrown,ItmThrownConfirm,ItmRepairable,ItmIndestructible,ItmTimer,ItmBoD,ItmProtected,ItmUnequip
17649,0,black_ball_gown,Black ball gown,16,0,1,0,10103,245,3781,245,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17650,0,brown_ball_gown,Brown ball gown,16,0,1,0,10103,25,3781,25,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17651,0,cerise_ball_gown,Cerise ball gown,16,0,1,0,10103,12,3781,12,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17652,0,cerulean_ball_gown,Cerulean ball gown,16,0,1,0,10103,21,3781,21,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17653,0,cobalt_ball_gown,Cobalt ball gown,16,0,1,0,10103,30,3781,30,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17654,0,dusk_ball_gown,Dusk ball gown,16,0,1,0,10103,17,3781,17,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17655,0,forest_ball_gown,Forest ball gown,16,0,1,0,10103,29,3781,29,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17656,0,fuschia_ball_gown,Fuschia ball gown,16,0,1,0,10103,145,3781,145,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17657,0,golden_ball_gown,Golden ball gown,16,0,1,0,10103,11,3781,11,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17658,0,lilac_ball_gown,Lilac ball gown,16,0,1,0,10103,26,3781,26,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17659,0,marsh_ball_gown,Marsh ball gown,16,0,1,0,10103,3,3781,3,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17660,0,midnight_ball_gown,Midnight ball gown,16,0,1,0,10103,23,3781,23,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17661,0,orchid_ball_gown,Orchid ball gown,16,0,1,0,10103,28,3781,28,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17662,0,peridot_ball_gown,Peridot ball gown,16,0,1,0,10103,4,3781,4,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17663,0,pink_ball_gown,Pink ball gown,16,0,1,0,10103,131,3781,131,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17664,0,red_ball_gown,Red ball gown,16,0,1,0,10103,130,3781,130,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17665,0,rose_ball_gown,Rose ball gown,16,0,1,0,10103,2,3781,2,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17666,0,royal_ball_gown,Royal ball gown,16,0,1,0,10103,5,3781,5,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17667,0,spring_ball_gown,Spring ball gown,16,0,1,0,10103,13,3781,13,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17668,0,summer_ball_gown,Summer ball gown,16,0,1,0,10103,9,3781,9,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17669,0,sweet_ball_gown,Sweet ball gown,16,0,1,0,10103,10,3781,10,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17670,0,valentine_ball_gown,Valentine ball gown,16,0,1,0,10103,24,3781,24,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17671,0,white_ball_gown,White ball gown,16,0,1,0,10103,86,3781,86,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17672,0,wintery_ball_gown,Wintery ball gown,16,0,1,0,10103,224,3781,224,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17673,0,berry_princely_jacket,Berry princely jacket,16,0,1,0,10102,2,3779,2,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17674,0,brown_princely_jacket,Brown princely jacket,16,0,1,0,10102,25,3779,25,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17675,0,cobalt_princely_jacket,Cobalt princely jacket,16,0,1,0,10102,30,3779,30,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17676,0,forest_princely_jacket,Forest princely jacket,16,0,1,0,10102,27,3779,27,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17677,0,leather_princely_jacket,Leather princely jacket,16,0,1,0,10102,22,3779,22,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17678,0,olive_princely_jacket,Olive princely jacket,16,0,1,0,10102,4,3779,4,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17679,0,plum_princely_jacket,Plum princely jacket,16,0,1,0,10102,0,3779,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17680,0,spruce_princely_jacket,Spruce princely jacket,16,0,1,0,10102,28,3779,28,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17681,0,wintery_princely_jacket,Wintery princely jacket,16,0,1,0,10102,48,3779,48,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,325,0,,1,1,0,1,0,0,0,0
17682,0,blue_flower_hairclip,Blue flower hairclip,12,0,1,0,262,19,4318,19,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,125,0,,1,1,0,1,0,0,0,0
17683,0,pink_flower_hairclip,Pink flower hairclip,12,0,1,0,262,0,4318,0,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,125,0,,1,1,0,1,0,0,0,0
17684,0,purple_flower_hairclip,Purple flower hairclip,12,0,1,0,262,30,4318,30,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,125,0,,1,1,0,1,0,0,0,0
17685,0,red_flower_hairclip,Red flower hairclip,12,0,1,0,262,10,4318,10,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,125,0,,1,1,0,1,0,0,0,0
17686,0,white_flower_hairclip,White flower hairclip,12,0,1,0,262,8,4318,8,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,125,0,,1,1,0,1,0,0,0,0
17687,0,black_bandito,Black bandito,11,0,1,0,10,3,2671,3,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17688,0,brown_bandito,Brown bandito,11,0,1,0,10,2,2671,2,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17689,0,copper_bandito,Copper bandito,11,0,1,0,10,14,2671,14,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17690,0,electric_bandito,Electric bandito,11,0,1,0,10,20,2671,20,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17691,0,emerald_bandito,Emerald bandito,11,0,1,0,10,26,2671,26,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17692,0,fuchsia_bandito,Fuchsia bandito,11,0,1,0,10,10,2671,10,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17693,0,gold_bandito,Gold bandito,11,0,1,0,10,23,2671,23,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17694,0,green_bandito,Green bandito,11,0,1,0,10,44,2671,44,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17695,0,light_blue_bandito,Light blue bandito,11,0,1,0,10,1,2671,1,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17696,0,old_gold_bandito,Old gold bandito,11,0,1,0,10,6,2671,6,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17697,0,orange_bandito,Orange bandito,11,0,1,0,10,13,2671,13,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17698,0,purple_bandito,Purple bandito,11,0,1,0,10,0,2671,0,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17699,0,red_bandito,Red bandito,11,0,1,0,10,24,2671,24,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17700,0,rusty_bandito,Rusty bandito,11,0,1,0,10,29,2671,29,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17701,0,sun_glow_bandito,Sun glow bandito,11,0,1,0,10,11,2671,11,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17702,0,teal_bandito,Teal bandito,11,0,1,0,10,43,2671,43,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17703,0,violet_bandito,Violet bandito,11,0,1,0,10,158,2671,158,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17704,0,white_bandito,White bandito,11,0,1,0,10,4,2671,4,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17705,0,yellow_bandito,Yellow bandito,11,0,1,0,10,23,2671,23,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,95,0,,1,1,0,1,0,0,0,0
17706,0,sage_5_reward,Sage 5 reward,18,0,1,0,0,0,277,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,0,0,,1,1,0,1,0,0,0,0
17707,0,white_turban,White turban,12,0,1,0,19,0,3065,0,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17708,0,brown_turban,Brown turban,12,0,1,0,19,1,3065,1,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17709,0,pink_turban,Pink turban,12,0,1,0,19,2,3065,2,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17710,0,green_turban,Green turban,12,0,1,0,19,3,3065,3,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17711,0,blue_turban,Blue turban,12,0,1,0,19,6,3065,6,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17712,0,light_blue_turban,Light blue turban,12,0,1,0,19,7,3065,7,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17713,0,purple_turban,Purple turban,12,0,1,0,19,8,3065,8,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17714,0,orange_turban,Orange turban,12,0,1,0,19,9,3065,9,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17715,0,red_turban,Red turban,12,0,1,0,19,10,3065,10,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17716,0,black_turban,Black turban,12,0,1,0,19,17,3065,17,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
17717,0,pharoh_outfit,Pharoh\'s outfit,16,0,1,0,10013,0,3146,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,395,0,,1,1,0,1,0,0,0,0
17718,0,pharoh_outfit_f,Female Pharoh\'s outfit,16,0,1,0,10015,0,3149,0,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,395,0,,1,1,0,1,0,0,0,0
17719,0,sultan_coat,Sultan\'s Coat,16,0,1,0,10002,0,3061,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,395,0,,1,1,0,1,0,0,0,0
17720,0,sultana_coat,Sultana\'s Coat,16,0,1,0,10003,0,3060,0,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,395,0,,1,1,0,1,0,0,0,0
17721,0,recess_outfit_f,Female Recess Outfit,16,0,1,0,10070,0,3659,0,1,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,395,0,,1,1,0,1,0,0,0,0
17722,0,highwayman_outfit,Highwayman,16,0,1,0,10104,28,3783,0,2,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,395,0,,1,1,0,1,0,0,0,0
18000,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18001,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18002,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18003,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18004,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18005,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18006,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18007,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18008,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18009,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18010,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18011,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18012,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18013,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18014,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18015,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18016,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18017,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18050,0,=== PREMIUM FACES====,=== PREMIUM FACES===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18051,0,patch_face,Patch face,25,0,1,0,231,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18052,0,tribal_face,Tribal face,25,0,1,0,236,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18053,0,stoic_face,Stoic face,25,0,1,0,223,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18054,0,buck_tooth,Buck tooth,25,0,1,0,237,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18055,0,aloof_face,Aloof face,25,0,1,0,218,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18056,0,charming_face,Charming face,25,0,1,0,225,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18057,0,happy_face,Happy face,25,0,1,0,235,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18058,0,nulgun_face,Nulgun face,25,0,1,0,232,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18059,0,angry_face,Angry face,25,0,1,0,219,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18060,0,smug_face,Smug face,25,0,1,0,222,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18061,0,lost_face,Lost face,25,0,1,0,220,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18062,0,clown_face,Clown face,25,0,1,0,227,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18063,0,heavy_face,Heavy face,25,0,1,0,221,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18064,0,surly_face,Surly face,25,0,1,0,226,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18065,0,freckle_face,Freckle face,25,0,1,0,233,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18066,0,mole_face,Mole face,25,0,1,0,234,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18067,0,content_face,Content face,25,0,1,0,228,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18068,0,glamour_face,Glamour face,25,0,1,0,229,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18069,0,heavy_face,Heavy face,25,0,1,0,221,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18070,0,jolly_face,Jolly face,25,0,1,0,238,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18071,0,mischievous_face,Mischievous face,25,0,1,0,224,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18072,0,scar_face,Scar face,25,0,1,0,230,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18073,0,tribal_face,Tribal face,25,0,1,0,236,0,2881,0,0,1,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,195,0,,1,1,0,1,0,0,0,0
18074,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18075,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18076,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18077,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18078,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18079,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18080,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18081,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18082,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
18083,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
